hole_id,from,to,Au_ppm,Ag_ppm,Cu_pct,Pb_pct,Zn_pct,As_ppm,Al_pct,Fe_pct,Mg_pct,Ca_pct,Na_pct,K_pct,Ti_pct
OR-26-04,270.0,272.0,0.017,0.05,0.014,0.003,0.024,10.9,7.2,9.28,5.3,6.88,2.56,0.84,1.56
OR-26-04,272.0,274.0,0.007,0.03,0.003,0.006,0.034,3.7,8.1,11.12,5.46,9.38,2.61,0.84,1.07
OR-26-04,274.0,276.0,0.004,0.02,0.03,0.002,0.01,2.4,8.56,10.29,7.14,8.37,1.82,0.66,1.69
OR-26-04,276.0,278.0,0.031,0.14,0.006,0.003,0.015,4.0,7.51,11.58,6.9,6.85,2.51,0.35,1.04
OR-26-04,278.0,280.0,0.02,0.08,0.011,0.003,0.023,3.6,8.62,12.69,6.86,6.33,2.33,0.39,1.43
OR-26-04,280.0,282.0,0.03,0.12,0.013,0.002,0.01,2.5,8.3,11.07,6.29,9.0,2.3,0.41,1.21
OR-26-04,282.0,284.0,0.013,0.06,0.009,0.003,0.019,1.2,11.54,6.85,2.72,3.47,1.88,2.37,0.62
OR-26-04,284.0,286.0,0.019,0.07,0.007,0.002,0.007,4.6,9.49,6.96,1.75,3.4,1.88,3.31,0.79
OR-26-04,286.0,288.0,0.014,0.08,0.005,0.003,0.012,3.4,10.51,4.57,2.15,3.16,2.13,2.24,0.62
OR-26-04,288.0,290.0,0.005,0.02,0.005,0.001,0.006,1.1,9.43,5.96,1.69,1.59,2.48,2.4,0.68
OR-26-04,290.0,292.0,0.012,0.06,0.01,0.001,0.006,3.7,11.75,6.34,1.86,2.15,1.89,2.57,0.53
OR-26-04,292.0,294.0,0.028,0.07,0.018,0.003,0.019,8.4,9.62,4.69,2.12,2.79,2.33,2.89,0.61
OR-26-04,294.0,296.0,0.015,0.04,0.008,0.002,0.012,3.8,10.5,6.74,2.2,3.23,1.09,2.74,0.52
OR-26-04,296.0,298.0,0.008,0.03,0.005,0.002,0.006,5.2,10.85,5.93,2.14,3.51,1.67,2.21,0.59
OR-26-04,298.0,300.0,0.005,0.02,0.006,0.001,0.009,3.7,10.87,6.93,2.2,2.25,2.23,3.28,0.59
OR-26-04,300.0,302.0,0.014,0.05,0.01,0.006,0.022,1.7,9.1,6.57,2.83,2.46,1.7,3.46,0.65
OR-26-04,302.0,304.0,0.009,0.05,0.012,0.009,0.037,1.1,11.62,5.43,2.14,2.93,1.29,2.34,0.77
OR-26-04,304.0,306.0,0.016,0.03,0.004,0.002,0.013,5.5,11.99,6.51,1.79,2.68,1.91,2.83,0.74
OR-26-04,306.0,308.0,0.009,0.04,0.018,0.002,0.007,3.5,9.61,5.18,2.97,2.36,1.82,2.9,0.84
OR-26-04,308.0,310.0,0.007,0.03,0.005,0.002,0.009,1.7,11.53,6.91,1.8,1.5,1.53,2.68,0.56
OR-26-04,310.0,312.0,0.016,0.07,0.004,0.002,0.006,4.2,11.7,4.52,2.23,3.19,1.9,2.1,0.52
OR-26-04,312.0,314.0,0.02,0.04,0.008,0.008,0.033,5.8,11.17,4.04,2.54,2.33,2.48,3.18,0.68
OR-26-04,314.0,316.0,0.019,0.08,0.003,0.007,0.029,3.9,9.77,5.74,2.63,2.26,2.04,2.5,0.63
OR-26-04,316.0,318.0,0.006,0.03,0.009,0.005,0.025,5.6,9.99,4.58,2.48,2.71,1.07,2.24,0.67
OR-26-04,318.0,320.0,0.005,0.02,0.003,0.003,0.014,2.2,9.7,4.48,1.88,2.5,2.22,3.16,0.52
OR-26-04,320.0,322.0,0.024,0.07,0.004,0.001,0.005,6.5,9.17,4.7,1.71,1.35,1.2,2.48,0.52
OR-26-04,322.0,324.0,0.003,0.02,0.007,0.003,0.012,4.7,11.88,5.73,2.45,1.64,1.05,3.06,0.79
OR-26-04,324.0,326.0,0.012,0.04,0.014,0.001,0.004,15.0,10.43,5.95,1.58,1.9,1.45,2.64,0.7
OR-26-04,326.0,328.0,0.003,0.02,0.004,0.002,0.006,4.9,9.5,6.25,2.8,1.24,1.63,2.82,0.78
OR-26-04,328.0,330.0,0.019,0.11,0.011,0.002,0.009,7.3,7.56,12.61,6.55,9.92,2.45,0.81,1.28
OR-26-04,330.0,332.0,0.015,0.06,0.004,0.001,0.008,1.4,7.95,12.53,5.06,7.77,2.63,0.83,1.28
OR-26-04,332.0,334.0,0.011,0.02,0.004,0.003,0.016,4.0,8.3,10.24,6.02,6.05,2.59,0.56,1.23
OR-26-04,334.0,336.0,0.006,0.02,0.006,0.001,0.006,1.5,7.59,9.23,5.89,7.76,2.49,0.48,1.3
OR-26-04,336.0,338.0,0.034,0.13,0.002,0.005,0.018,2.6,7.05,9.97,5.72,6.81,2.63,0.97,1.26
OR-26-04,338.0,340.0,0.017,0.07,0.007,0.004,0.019,5.0,8.15,10.2,5.46,6.89,2.77,0.71,1.01
OR-26-04,340.0,342.0,0.005,0.02,0.013,0.004,0.016,11.5,7.67,12.18,6.79,9.84,2.12,0.73,1.69
OR-26-04,342.0,344.0,0.027,0.07,0.004,0.003,0.013,2.0,7.56,11.19,7.15,9.79,2.03,0.36,1.69
OR-26-04,344.0,346.0,0.035,0.17,0.004,0.001,0.007,7.2,8.75,12.78,7.2,7.45,2.43,0.84,1.27
OR-26-04,346.0,348.0,0.011,0.03,0.01,0.004,0.015,2.6,8.33,10.03,5.61,7.85,2.3,0.92,1.56
OR-26-04,348.0,350.0,0.01,0.04,0.004,0.011,0.048,4.9,7.74,9.13,7.29,6.87,2.63,0.8,1.62
OR-26-04,350.0,352.0,0.012,0.03,0.007,0.002,0.012,2.9,7.45,6.81,4.83,3.52,1.7,1.02,1.16
OR-26-04,352.0,354.0,0.013,0.03,0.004,0.002,0.008,2.2,8.42,7.25,3.96,4.75,2.74,1.21,0.63
OR-26-04,354.0,356.0,0.005,0.02,0.004,0.001,0.008,6.2,7.13,6.58,5.47,5.63,2.52,0.98,1.02
OR-26-04,356.0,358.0,0.022,0.11,0.009,0.001,0.008,3.2,7.28,8.67,4.28,3.62,2.73,1.09,0.92
OR-26-04,358.0,360.0,0.011,0.07,0.005,0.003,0.013,1.9,7.14,8.88,5.87,3.89,2.02,1.54,0.78
OR-26-04,360.0,362.0,0.006,0.02,0.007,0.004,0.017,1.8,9.76,9.92,3.52,4.48,2.03,1.42,0.96
OR-26-04,362.0,364.0,0.009,0.04,0.016,0.002,0.016,7.4,9.4,6.8,5.63,4.92,2.73,1.36,1.12
OR-26-04,364.0,366.0,0.013,0.05,0.003,0.002,0.012,1.9,7.83,8.18,3.85,3.36,2.41,1.06,1.17
OR-26-04,366.0,368.0,0.01,0.05,0.012,0.004,0.015,2.7,7.01,8.17,4.87,3.86,2.04,1.21,0.82
OR-26-04,368.0,370.0,0.006,0.03,0.005,0.001,0.005,3.8,8.52,6.35,5.94,4.28,1.93,1.65,0.78
OR-26-04,370.0,372.0,0.019,0.05,0.007,0.006,0.023,4.3,7.39,8.32,3.57,5.26,2.27,1.02,1.07
OR-26-04,372.0,374.0,0.028,0.16,0.006,0.003,0.011,6.0,7.49,7.53,3.04,3.15,2.42,0.83,0.73
OR-26-04,374.0,376.0,0.005,0.02,0.008,0.002,0.013,4.2,8.01,7.25,3.24,5.43,2.49,0.81,0.91
OR-26-04,376.0,378.0,0.008,0.02,0.005,0.004,0.016,2.7,8.37,6.34,3.46,4.57,2.25,1.01,0.71
OR-26-04,378.0,380.0,0.012,0.05,0.008,0.003,0.026,2.6,9.77,7.65,5.14,3.26,1.55,1.03,0.98
OR-26-04,380.0,382.0,0.007,0.04,0.004,0.001,0.005,3.0,8.22,7.89,4.9,5.09,2.42,1.22,0.7
OR-26-04,382.0,384.0,0.008,0.04,0.008,0.003,0.011,2.3,7.37,9.37,4.85,5.44,2.17,0.91,0.84
OR-26-04,384.0,386.0,0.01,0.05,0.005,0.002,0.008,2.2,9.89,7.77,4.23,4.14,2.29,0.82,1.15
OR-26-04,386.0,388.0,0.026,0.15,0.005,0.001,0.009,2.5,7.85,7.58,4.96,5.33,2.73,0.88,0.72
OR-26-04,388.0,390.0,0.009,0.05,0.006,0.006,0.021,3.0,8.92,8.25,5.57,3.24,1.86,1.29,1.09
OR-26-04,390.0,392.0,0.003,0.02,0.005,0.004,0.016,4.6,8.56,7.56,5.62,3.91,1.73,1.04,0.75
OR-26-04,392.0,394.0,0.031,0.09,0.004,0.003,0.021,5.4,8.03,8.45,3.91,3.64,2.63,0.91,0.98
OR-26-04,394.0,396.0,0.009,0.05,0.017,0.001,0.005,4.8,7.26,7.04,5.46,5.38,1.79,1.37,0.86
OR-26-04,396.0,398.0,0.017,0.06,0.014,0.001,0.007,3.3,8.03,7.67,3.27,3.94,1.96,1.13,0.9
OR-26-04,398.0,400,0.009,0.02,0.006,0.002,0.006,1.6,7.24,6.86,4.66,4.95,2.73,1.12,0.74
OR-26-05,0.0,2.0,0.011,0.03,0.009,0.002,0.009,2.5,5.08,5.64,2.95,2.96,0.88,1.69,0.36
OR-26-05,2.0,4.0,0.005,0.02,0.004,0.002,0.012,7.4,7.97,5.17,1.26,2.84,1.19,1.44,0.36
OR-26-05,4.0,6.0,0.014,0.05,0.004,0.003,0.011,3.8,5.64,4.82,2.86,2.74,0.99,1.3,0.48
OR-26-05,6.0,8.0,0.004,0.02,0.004,0.001,0.01,2.2,10.26,4.54,1.61,3.28,1.77,2.81,0.77
OR-26-05,8.0,10.0,0.017,0.06,0.01,0.003,0.012,2.5,9.18,6.67,2.74,1.15,1.22,2.43,0.51
OR-26-05,10.0,12.0,0.011,0.05,0.008,0.001,0.009,4.0,9.37,5.48,2.95,3.63,1.94,3.29,0.69
OR-26-05,12.0,14.0,0.011,0.03,0.008,0.001,0.008,3.9,10.34,4.17,2.31,1.29,2.24,2.03,0.82
OR-26-05,14.0,16.0,0.009,0.04,0.002,0.002,0.011,2.3,9.25,4.71,1.83,1.48,1.62,2.67,0.74
OR-26-05,16.0,18.0,0.013,0.06,0.006,0.001,0.007,1.8,10.69,6.79,2.85,1.99,1.42,2.62,0.88
OR-26-05,18.0,20.0,0.011,0.02,0.002,0.002,0.008,3.3,11.82,6.42,2.61,1.17,1.97,3.03,0.55
OR-26-05,20.0,22.0,0.008,0.02,0.005,0.003,0.011,2.9,9.75,4.95,2.4,3.15,1.65,3.07,0.73
OR-26-05,22.0,24.0,0.036,0.18,0.004,0.002,0.009,2.0,10.32,5.9,2.28,2.99,2.19,3.45,0.75
OR-26-05,24.0,26.0,0.01,0.03,0.013,0.007,0.028,6.9,11.09,6.66,2.23,3.46,1.42,2.24,0.84
OR-26-05,26.0,28.0,0.045,0.2,0.005,0.002,0.018,3.7,10.72,4.14,2.67,3.03,1.49,3.38,0.7
OR-26-05,28.0,30.0,0.015,0.05,0.014,0.002,0.02,2.3,10.5,4.29,2.14,1.42,1.5,2.52,0.55
OR-26-05,30.0,32.0,0.002,0.02,0.007,0.001,0.007,1.2,11.77,4.05,2.4,3.26,1.76,2.61,0.79
OR-26-05,32.0,34.0,0.006,0.02,0.004,0.002,0.012,7.4,11.99,4.79,2.1,3.34,1.39,3.15,0.84
OR-26-05,34.0,36.0,0.003,0.02,0.005,0.004,0.022,9.0,9.59,6.59,2.28,2.91,2.29,2.32,0.69
OR-26-05,36.0,38.0,0.009,0.03,0.007,0.002,0.009,1.6,9.51,5.33,1.71,3.99,1.31,2.67,0.74
OR-26-05,38.0,40.0,0.014,0.08,0.006,0.002,0.009,4.7,11.45,6.8,2.73,1.19,1.63,2.8,0.65
OR-26-05,40.0,42.0,0.005,0.02,0.004,0.006,0.022,5.5,9.83,6.75,3.48,5.42,3.53,2.05,0.5
OR-26-05,42.0,44.0,0.013,0.07,0.006,0.004,0.016,2.5,8.89,7.28,2.71,5.54,2.8,1.4,0.56
OR-26-05,44.0,46.0,0.008,0.04,0.005,0.006,0.02,3.5,8.02,5.27,2.93,5.66,3.58,1.08,0.54
OR-26-05,46.0,48.0,0.006,0.03,0.007,0.001,0.008,2.5,8.69,6.77,3.13,6.19,2.86,1.03,0.79
OR-26-05,48.0,50.0,0.009,0.03,0.018,0.003,0.013,15.2,9.52,5.15,3.98,4.05,3.5,1.57,0.96
OR-26-05,50.0,52.0,0.003,0.02,0.006,0.002,0.009,1.9,9.55,5.88,3.16,6.6,3.33,1.98,0.97
OR-26-05,52.0,54.0,0.008,0.05,0.011,0.001,0.004,3.3,9.12,7.59,2.07,6.13,3.61,1.63,0.62
OR-26-05,54.0,56.0,0.019,0.06,0.018,0.002,0.019,3.1,9.7,5.85,3.94,4.88,2.55,1.34,0.68
OR-26-05,56.0,58.0,0.012,0.07,0.017,0.005,0.034,3.0,9.85,6.41,3.66,4.76,3.28,1.9,0.67
OR-26-05,58.0,60.0,0.009,0.04,0.006,0.001,0.009,3.7,8.43,6.08,3.98,6.13,2.78,2.01,0.97
OR-26-05,60.0,62.0,0.005,0.02,0.011,0.005,0.017,3.2,8.01,7.17,2.94,6.63,3.76,1.31,0.6
OR-26-05,62.0,64.0,0.012,0.03,0.004,0.002,0.01,16.3,9.09,7.26,3.59,6.18,2.91,1.69,0.91
OR-26-05,64.0,66.0,0.007,0.02,0.007,0.001,0.01,6.0,9.92,7.21,3.18,5.45,3.34,1.97,0.6
OR-26-05,66.0,68.0,0.012,0.03,0.002,0.003,0.021,2.1,8.74,7.65,3.05,5.47,3.31,1.21,0.69
OR-26-05,68.0,70.0,0.01,0.03,0.008,0.002,0.009,6.4,9.54,7.56,3.26,4.1,2.86,1.45,0.72
OR-26-05,70.0,72.0,0.012,0.03,0.003,0.001,0.007,5.2,9.02,6.73,2.08,5.64,3.54,1.29,0.82
OR-26-05,72.0,74.0,0.019,0.07,0.007,0.002,0.009,5.2,8.29,5.52,2.59,5.69,2.58,1.37,0.57
OR-26-05,74.0,76.0,0.012,0.06,0.004,0.007,0.04,3.7,8.39,7.07,2.12,5.95,2.8,1.22,0.81
OR-26-05,76.0,78.0,0.01,0.03,0.01,0.002,0.021,2.2,8.49,5.4,4.0,4.97,3.36,1.53,0.99
OR-26-05,78.0,80.0,0.018,0.1,0.004,0.001,0.011,3.0,8.06,5.29,3.41,5.94,2.95,1.97,0.52
OR-26-05,80.0,82.0,0.003,0.02,0.004,0.003,0.01,6.8,8.83,6.67,3.0,5.71,2.92,1.98,0.76
OR-26-05,82.0,84.0,0.006,0.03,0.007,0.002,0.013,6.5,8.84,6.56,3.52,4.51,2.74,1.59,0.51
OR-26-05,84.0,86.0,0.328,2.29,0.011,0.03,0.102,16.6,8.88,7.11,3.61,6.9,2.52,1.62,0.69
OR-26-05,86.0,88.0,0.23,2.16,0.062,0.072,0.277,7.6,8.38,7.32,3.34,4.41,3.25,2.05,0.92
OR-26-05,88.0,90.0,0.272,2.8,0.115,0.008,0.036,7.9,9.61,6.36,2.81,4.42,3.54,1.91,0.61
OR-26-05,90.0,92.0,4.175,35.88,0.014,0.011,0.108,8.0,8.37,6.44,3.54,5.04,2.66,1.81,0.84
OR-26-05,92.0,94.0,22.39,320.47,0.377,0.292,1.245,32.2,6.23,3.75,1.73,1.48,0.34,3.47,0.41
OR-26-05,94.0,96.0,3.895,31.22,0.784,1.746,4.32,45.3,6.6,5.19,1.93,0.63,0.15,1.87,0.46
OR-26-05,96.0,98.0,7.579,144.87,0.254,0.169,0.527,130.1,6.39,4.3,1.1,1.37,0.62,3.32,0.44
OR-26-05,98.0,100.0,2.455,41.45,0.656,0.477,0.992,72.2,4.75,3.83,0.97,0.48,0.54,2.92,0.42
OR-26-05,100.0,102.0,3.399,57.77,0.351,0.116,0.354,76.1,6.01,6.95,1.37,1.49,0.32,3.02,0.37
OR-26-05,102.0,104.0,2.571,30.9,0.825,0.188,0.39,52.7,5.25,5.65,1.34,0.89,0.17,1.57,0.4
OR-26-05,104.0,106.0,0.695,9.4,0.191,1.75,3.613,97.7,6.0,4.42,1.41,0.43,0.38,2.11,0.4
OR-26-05,106.0,108.0,10.11,167.45,0.812,0.154,0.407,53.7,5.89,5.22,1.96,0.65,0.25,2.52,0.47
OR-26-05,108.0,110.0,1.443,30.67,0.504,0.506,1.158,40.0,4.91,6.28,1.65,0.89,0.48,2.23,0.38
OR-26-05,110.0,112.0,12.657,201.04,0.444,0.408,1.273,253.4,4.92,3.49,1.53,0.36,0.68,1.55,0.46
OR-26-05,112.0,114.0,8.981,207.77,1.184,0.07,0.365,69.9,6.58,6.17,1.97,0.21,0.77,2.53,0.44
OR-26-05,114.0,116.0,1.007,20.94,0.99,0.163,0.716,469.2,4.75,6.72,1.12,1.32,0.26,2.43,0.26
OR-26-05,116.0,118.0,0.121,1.19,0.07,0.018,0.048,13.7,8.84,10.6,7.56,6.27,2.51,0.38,1.22
OR-26-05,118.0,120.0,0.367,3.74,0.184,0.009,0.076,41.0,7.65,9.63,5.82,6.91,2.36,0.49,1.73
OR-26-05,120.0,122.0,0.521,3.04,0.041,0.041,0.141,23.6,7.09,11.14,5.32,6.96,2.72,0.42,1.77
OR-26-05,122.0,124.0,0.853,7.21,0.03,0.014,0.049,12.0,8.31,11.61,5.01,7.73,2.65,0.72,1.54
OR-26-05,124.0,126.0,0.01,0.06,0.012,0.003,0.014,2.1,8.25,12.11,5.74,9.02,2.34,0.74,1.08
OR-26-05,126.0,128.0,0.011,0.05,0.01,0.002,0.01,4.5,7.11,11.71,5.67,8.82,2.45,0.9,1.05
OR-26-05,128.0,130.0,0.011,0.04,0.002,0.001,0.01,3.9,7.25,10.35,5.8,8.21,1.88,0.99,1.31
OR-26-05,130.0,132.0,0.01,0.04,0.005,0.006,0.03,2.7,8.48,10.13,5.94,7.64,1.86,0.59,1.09
OR-26-05,132.0,134.0,0.014,0.05,0.005,0.002,0.01,1.1,7.0,12.98,7.22,6.85,2.23,0.94,1.62
OR-26-05,134.0,136.0,0.022,0.06,0.009,0.002,0.015,3.9,8.76,12.55,5.9,8.87,2.54,0.6,1.7
OR-26-05,136.0,138.0,0.006,0.02,0.02,0.001,0.006,3.7,8.13,11.24,5.96,7.47,1.96,0.74,1.66
OR-26-05,138.0,140.0,0.006,0.02,0.004,0.002,0.011,3.2,8.36,11.56,7.85,7.34,2.58,0.74,1.46
OR-26-05,140.0,142.0,0.006,0.02,0.009,0.002,0.012,2.9,7.91,10.11,7.83,7.84,1.93,0.82,1.13
OR-26-05,142.0,144.0,0.034,0.19,0.007,0.006,0.026,2.7,8.68,12.71,6.13,9.69,2.59,0.79,1.27
OR-26-05,144.0,146.0,0.008,0.04,0.006,0.002,0.008,1.5,7.41,12.44,6.66,7.97,2.27,0.31,1.67
OR-26-05,146.0,148.0,0.015,0.08,0.01,0.005,0.031,3.1,7.94,12.96,7.12,7.84,2.12,0.45,1.34
OR-26-05,148.0,150.0,0.007,0.03,0.006,0.002,0.01,4.8,7.6,9.65,5.94,6.56,2.57,0.94,1.51
OR-26-05,150.0,152.0,0.008,0.04,0.007,0.002,0.008,2.0,8.54,12.87,6.43,9.73,2.68,0.93,1.15
OR-26-05,152.0,154.0,0.008,0.04,0.009,0.002,0.013,1.3,7.25,11.64,6.22,9.24,2.12,0.99,1.1
OR-26-05,154.0,156.0,0.005,0.02,0.005,0.002,0.008,2.1,8.53,11.22,5.32,7.44,1.82,0.62,1.19
OR-26-05,156.0,158.0,0.008,0.04,0.004,0.001,0.005,2.5,8.1,12.33,5.67,9.06,2.16,0.97,1.76
OR-26-05,158.0,160.0,0.013,0.05,0.013,0.001,0.012,4.5,8.8,9.03,6.7,7.02,2.48,0.74,1.6
OR-26-05,160.0,162.0,0.007,0.03,0.012,0.001,0.007,2.5,7.21,10.35,5.35,9.38,2.25,0.72,1.04
OR-26-05,162.0,164.0,0.01,0.05,0.005,0.001,0.011,2.1,7.64,9.14,6.03,7.13,2.13,0.89,1.45
OR-26-05,164.0,166.0,0.04,0.14,0.009,0.004,0.021,4.1,10.29,5.43,2.41,3.54,1.5,2.84,0.66
OR-26-05,166.0,168.0,0.004,0.02,0.002,0.002,0.01,2.5,11.2,6.41,2.69,2.19,2.02,2.32,0.61
OR-26-05,168.0,170.0,0.031,0.15,0.006,0.001,0.004,1.4,9.32,5.37,1.52,2.3,1.29,2.61,0.77
OR-26-05,170.0,172.0,0.052,0.3,0.005,0.003,0.01,8.1,10.95,4.88,1.92,3.28,1.14,3.49,0.56
OR-26-05,172.0,174.0,0.003,0.02,0.007,0.003,0.012,7.4,11.76,6.59,2.51,3.19,2.3,3.26,0.7
OR-26-05,174.0,176.0,0.007,0.03,0.007,0.002,0.011,4.9,11.12,4.31,1.81,2.45,2.16,2.41,0.8
OR-26-05,176.0,178.0,0.007,0.04,0.007,0.001,0.011,2.6,10.42,6.76,2.08,3.69,1.44,3.12,0.56
OR-26-05,178.0,180.0,0.016,0.08,0.002,0.003,0.012,9.8,10.28,4.69,2.45,3.55,2.11,3.07,0.52
OR-26-05,180.0,182.0,0.011,0.05,0.01,0.001,0.008,2.2,10.47,6.65,1.83,3.88,2.0,3.34,0.85
OR-26-05,182.0,184.0,0.005,0.02,0.005,0.002,0.013,3.8,11.18,5.77,2.6,1.32,2.47,3.18,0.54
OR-26-05,184.0,186.0,0.018,0.1,0.009,0.001,0.005,3.0,11.55,5.11,1.65,1.75,2.25,2.78,0.64
OR-26-05,186.0,188.0,0.01,0.03,0.009,0.008,0.026,1.8,10.94,5.33,2.29,2.37,1.61,2.86,0.66
OR-26-05,188.0,190.0,0.008,0.04,0.004,0.002,0.006,4.4,11.21,5.5,1.64,1.31,1.07,2.43,0.66
OR-26-05,190.0,192.0,0.013,0.06,0.01,0.002,0.013,2.2,9.89,5.79,1.56,1.95,1.91,3.19,0.82
OR-26-05,192.0,194.0,0.009,0.02,0.009,0.003,0.01,4.6,11.91,4.62,1.7,2.68,1.66,3.43,0.52
OR-26-05,194.0,196.0,0.009,0.04,0.004,0.002,0.006,7.3,10.94,5.9,2.68,3.49,2.45,3.42,0.64
OR-26-05,196.0,198.0,0.021,0.05,0.008,0.003,0.016,1.4,11.47,4.59,1.74,2.06,1.53,2.5,0.63
OR-26-05,198.0,200.0,0.011,0.04,0.007,0.003,0.019,3.6,7.99,9.33,7.76,9.16,1.92,0.45,1.53
OR-26-05,200.0,202.0,0.012,0.04,0.005,0.001,0.008,10.7,8.12,12.05,6.89,6.03,2.17,0.39,1.55
OR-26-05,202.0,204.0,0.009,0.02,0.012,0.001,0.007,1.2,7.86,9.05,7.85,6.49,2.67,0.99,1.44
OR-26-05,204.0,206.0,0.003,0.02,0.004,0.003,0.013,3.3,8.07,9.03,7.16,9.83,1.96,0.61,1.47
OR-26-05,206.0,208.0,0.026,0.09,0.009,0.004,0.018,5.4,8.0,10.39,5.18,9.12,2.0,0.42,1.11
OR-26-05,208.0,210.0,0.029,0.1,0.007,0.002,0.011,6.6,8.4,11.48,6.4,8.48,2.5,0.7,1.63
OR-26-05,210.0,212.0,0.009,0.03,0.011,0.004,0.017,2.0,8.53,10.32,5.52,7.79,2.78,0.32,1.24
OR-26-05,212.0,214.0,0.006,0.03,0.008,0.002,0.007,8.8,8.93,11.44,6.02,6.71,2.73,0.83,1.46
OR-26-05,214.0,216.0,0.005,0.02,0.003,0.002,0.011,5.3,7.7,7.91,5.8,3.64,1.6,1.65,0.61
OR-26-05,216.0,218.0,0.022,0.09,0.013,0.001,0.006,2.2,7.93,7.6,5.86,3.98,2.66,0.82,0.88
OR-26-05,218.0,220.0,0.005,0.02,0.003,0.01,0.041,4.0,9.6,7.97,5.19,5.78,1.78,0.82,1.16
OR-26-05,220.0,222.0,0.008,0.04,0.004,0.003,0.012,7.6,9.85,6.86,5.07,5.98,1.8,1.5,1.1
OR-26-05,222.0,224.0,0.019,0.07,0.003,0.005,0.017,2.1,8.99,9.25,5.83,4.07,2.01,1.56,1.08
OR-26-05,224.0,226.0,0.017,0.09,0.012,0.001,0.007,5.1,9.28,8.35,4.07,3.95,2.15,0.94,0.76
OR-26-05,226.0,228.0,0.013,0.07,0.007,0.001,0.008,1.9,9.89,9.75,5.74,5.85,2.41,1.77,0.98
OR-26-05,228.0,230.0,0.01,0.05,0.014,0.012,0.042,5.2,8.06,9.3,4.3,3.65,2.58,1.59,0.98
OR-26-05,230.0,232.0,0.011,0.06,0.01,0.004,0.017,5.7,8.48,6.24,5.62,5.58,2.07,1.59,0.69
OR-26-05,232.0,234.0,0.006,0.03,0.007,0.002,0.01,3.6,7.89,7.35,4.55,3.47,2.09,1.15,0.83
OR-26-05,234.0,236.0,0.01,0.06,0.003,0.004,0.021,3.7,7.32,7.25,4.36,4.96,2.0,1.54,1.1
OR-26-05,236.0,238.0,0.006,0.02,0.005,0.004,0.016,8.4,7.2,8.07,3.43,5.32,2.38,1.03,1.19
OR-26-05,238.0,240.0,0.022,0.06,0.01,0.005,0.017,2.3,7.94,8.48,3.18,4.09,1.96,1.39,1.08
OR-26-05,240.0,242.0,0.01,0.03,0.009,0.001,0.008,3.2,9.38,9.17,4.2,5.31,2.28,0.83,1.1
OR-26-05,242.0,244.0,0.033,0.13,0.007,0.002,0.011,3.8,7.2,7.98,5.04,4.57,2.56,1.8,1.18
OR-26-05,244.0,246.0,0.008,0.03,0.006,0.002,0.011,1.7,8.53,7.64,3.79,3.52,1.9,0.86,0.77
OR-26-05,246.0,248.0,0.015,0.05,0.009,0.001,0.007,5.3,9.11,7.72,4.58,4.95,2.53,1.74,0.98
OR-26-05,248.0,250.0,0.017,0.05,0.006,0.003,0.012,7.3,9.42,8.47,3.68,4.56,1.66,1.11,0.64
OR-26-05,250.0,252.0,0.012,0.05,0.005,0.001,0.007,1.2,9.65,8.18,4.02,4.5,1.82,0.84,0.78
OR-26-05,252.0,254.0,0.006,0.02,0.006,0.003,0.015,3.4,8.58,7.15,5.84,4.45,1.71,1.34,0.91
OR-26-05,254.0,256.0,0.011,0.04,0.008,0.006,0.029,6.9,8.13,6.04,4.13,5.29,2.5,1.23,0.87
OR-26-05,256.0,258.0,0.012,0.05,0.009,0.001,0.005,2.7,9.81,9.97,5.94,3.52,1.92,1.06,1.14
OR-26-05,258.0,260.0,0.015,0.04,0.005,0.002,0.008,4.6,7.73,9.82,4.03,5.21,2.33,1.19,1.18
OR-26-05,260.0,262.0,0.01,0.03,0.003,0.002,0.009,5.4,7.75,7.05,5.44,4.43,2.38,1.48,1.08
OR-26-05,262.0,264.0,0.012,0.06,0.008,0.009,0.033,1.2,8.06,9.01,4.67,4.72,1.62,0.98,0.68
OR-26-05,264.0,266.0,0.021,0.08,0.008,0.003,0.015,3.7,8.55,9.26,4.22,5.3,2.27,1.68,0.66
OR-26-05,266.0,268.0,0.004,0.02,0.005,0.003,0.012,2.9,7.22,9.93,4.75,5.17,2.67,0.9,0.64
OR-26-05,268.0,270.0,0.008,0.02,0.004,0.003,0.015,1.0,9.85,9.28,4.65,4.19,1.62,1.07,0.65
OR-26-05,270.0,272.0,0.011,0.05,0.005,0.005,0.017,3.1,8.79,6.9,4.58,5.24,2.05,1.7,1.14
OR-26-05,272.0,274.0,0.007,0.02,0.006,0.002,0.009,5.3,8.61,6.34,3.18,5.46,1.61,1.17,0.74
OR-26-05,274.0,276.0,0.008,0.02,0.011,0.004,0.013,7.6,9.84,8.9,5.69,4.57,1.6,0.88,1.1
OR-26-05,276.0,278.0,0.025,0.14,0.011,0.007,0.03,2.6,8.57,7.41,4.2,3.94,1.68,1.08,1.0
OR-26-05,278.0,280,0.023,0.07,0.022,0.002,0.016,2.3,9.3,7.16,5.17,3.05,2.03,0.83,1.09
OR-26-06,0.0,2.0,0.007,0.02,0.007,0.007,0.031,3.6,5.16,3.13,2.09,1.86,1.37,1.23,0.4
OR-26-06,2.0,4.0,0.005,0.03,0.004,0.005,0.02,1.0,6.35,5.66,1.39,2.68,1.42,1.61,0.35
